trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2995,False,"{'a': 0.002, 'e': 0.0025086763889704926}",20,0,29.738352615841965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.002, 'e': 0.0025036640502021}",20,8,19.87473197209352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2997,False,"{'a': 0.002, 'e': 0.0024986617260932464}",30,14,27.13562251276984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2998,False,"{'a': 0.002, 'e': 0.002493669396634629}",20,12,14.080068094976648,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.002, 'e': 0.0024886870418569206}",30,17,25.80083631623162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.002, 'e': 0.0024837146418307}",20,11,17.437122420214084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.002, 'e': 0.0024787521766663585}",20,8,18.977565489434898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3002,False,"{'a': 0.002, 'e': 0.0024737996265140286}",30,19,25.64055449828936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.002, 'e': 0.002468856971563501}",30,13,33.287412152970624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3004,False,"{'a': 0.002, 'e': 0.0024639241920441533}",25,18,12.00303326370319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.002, 'e': 0.0024590012682248596}",20,16,5.868551169877775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.002, 'e': 0.002454088180413917}",25,16,18.67408026920094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3007,False,"{'a': 0.002, 'e': 0.0024491849089589663}",25,8,27.96337492183533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3008,False,"{'a': 0.002, 'e': 0.002444291434246919}",20,6,20.68864712945273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3009,False,"{'a': 0.002, 'e': 0.002439407736703868}",20,8,22.383759327820574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3010,False,"{'a': 0.002, 'e': 0.0024345337967950163}",30,7,40.54074606441201,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3011,False,"{'a': 0.002, 'e': 0.0024296695950245953}",30,14,30.46126093126646,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3012,False,"{'a': 0.002, 'e': 0.0024248151119357964}",30,17,21.892283048277616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3013,False,"{'a': 0.002, 'e': 0.0024199703281106784}",30,14,32.44758390934254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3014,False,"{'a': 0.002, 'e': 0.0024151352241700993}",25,16,15.27728753484585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3015,False,"{'a': 0.002, 'e': 0.002410309780773635}",30,0,47.581366515277736,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
3016,False,"{'a': 0.002, 'e': 0.0024054939786195095}",25,13,25.1704208843787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3017,False,"{'a': 0.002, 'e': 0.002400687798444506}",20,9,18.333159117436878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3018,False,"{'a': 0.002, 'e': 0.0023958912210238974}",20,9,21.47408561794267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3019,False,"{'a': 0.002, 'e': 0.002391104227171365}",20,11,19.616256719984413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3020,False,"{'a': 0.002, 'e': 0.0023863267977389316}",20,7,22.49039821086482,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3021,False,"{'a': 0.002, 'e': 0.0023815589136168707}",25,8,30.9811777107302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3022,False,"{'a': 0.002, 'e': 0.00237680055573364}",25,14,19.0699665362951,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3023,False,"{'a': 0.002, 'e': 0.002372051705055799}",25,15,20.20707695832985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3024,False,"{'a': 0.002, 'e': 0.002367312342587943}",25,10,25.02457686736456,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3025,False,"{'a': 0.002, 'e': 0.002362582449372614}",20,12,15.453932947925479,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3026,False,"{'a': 0.002, 'e': 0.002357862006490233}",25,19,8.215316142948524,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3027,False,"{'a': 0.002, 'e': 0.0023531509950590187}",30,17,19.937515397488117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3028,False,"{'a': 0.002, 'e': 0.002348449396234925}",30,20,19.341341520869477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3029,False,"{'a': 0.002, 'e': 0.002343757191211547}",20,6,24.929481827312543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3030,False,"{'a': 0.002, 'e': 0.0023390743612200595}",20,12,14.641715239674934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3031,False,"{'a': 0.002, 'e': 0.002334400887529133}",25,13,25.532622915371533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3032,False,"{'a': 0.002, 'e': 0.0023297367514448714}",25,19,8.845988446248114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3033,False,"{'a': 0.002, 'e': 0.002325081934310722}",30,14,26.88556461197714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3034,False,"{'a': 0.002, 'e': 0.00232043641750741}",20,15,10.534901796012772,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3035,False,"{'a': 0.002, 'e': 0.00231580018245286}",20,11,18.27408263489373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3036,False,"{'a': 0.002, 'e': 0.002311173210602129}",25,16,18.676859062409463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3037,False,"{'a': 0.002, 'e': 0.0023065554834473226}",25,5,35.72166033350103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3038,False,"{'a': 0.002, 'e': 0.002301946982517525}",20,0,31.470978849113763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3039,False,"{'a': 0.002, 'e': 0.0022973476893787246}",20,1,34.19519855521081,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3040,False,"{'a': 0.002, 'e': 0.0022927575856337475}",20,0,33.015693514867024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3041,False,"{'a': 0.002, 'e': 0.0022881766529221693}",35,23,19.519426298912308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3042,False,"{'a': 0.002, 'e': 0.002283604872920254}",30,18,25.15263673071038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3043,False,"{'a': 0.002, 'e': 0.002279042227340873}",25,3,35.10998047361691,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3044,False,"{'a': 0.002, 'e': 0.0022744886979334422}",25,16,15.90391002943009,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3045,False,"{'a': 0.002, 'e': 0.002269944266483836}",30,21,17.293628170966585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3046,False,"{'a': 0.002, 'e': 0.002265408914814322}",30,22,17.604751482469766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3047,False,"{'a': 0.002, 'e': 0.002260882624783486}",25,11,27.98460345456508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3048,False,"{'a': 0.002, 'e': 0.0022563653782861656}",20,8,22.979703345016205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3049,False,"{'a': 0.002, 'e': 0.002251857157253367}",20,8,20.818568770654107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3050,False,"{'a': 0.002, 'e': 0.0022473579436521995}",20,9,18.436731172188335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3051,False,"{'a': 0.002, 'e': 0.002242867719485801}",20,11,20.726269171448333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3052,False,"{'a': 0.002, 'e': 0.0022383864667932735}",25,19,10.869865496230378,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3053,False,"{'a': 0.002, 'e': 0.0022339141676495974}",25,13,21.039287298553056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3054,False,"{'a': 0.002, 'e': 0.0022294508041655705}",25,6,34.581082917317,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3055,False,"{'a': 0.002, 'e': 0.0022249963584877307}",20,0,27.156177825691845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3056,False,"{'a': 0.002, 'e': 0.002220550812798294}",20,10,17.646174772474815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3057,False,"{'a': 0.002, 'e': 0.0022161141493150685}",30,17,25.062991472977732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3058,False,"{'a': 0.002, 'e': 0.0022116863502913953}",25,17,15.372977873695183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3059,False,"{'a': 0.002, 'e': 0.0022072673980160704}",30,16,25.271515475238505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3060,False,"{'a': 0.002, 'e': 0.0022028572748132827}",30,17,23.73264932314631,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3061,False,"{'a': 0.002, 'e': 0.0021984559630425313}",25,8,29.239459707497947,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3062,False,"{'a': 0.002, 'e': 0.002194063445098563}",25,2,39.222119288112154,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3063,False,"{'a': 0.002, 'e': 0.0021896797034112988}",20,6,21.905035199735842,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3064,False,"{'a': 0.002, 'e': 0.0021853047204457698}",30,12,28.602997939940103,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3065,False,"{'a': 0.002, 'e': 0.0021809384787020362}",25,1,38.20702746804804,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3066,False,"{'a': 0.002, 'e': 0.0021765809607151255}",30,16,25.50831992161843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3067,False,"{'a': 0.002, 'e': 0.0021722321490549577}",20,8,23.41838006035974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3068,False,"{'a': 0.002, 'e': 0.0021678920263262847}",20,13,13.35829932362762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3069,False,"{'a': 0.002, 'e': 0.002163560575168607}",25,11,25.441984635985886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3070,False,"{'a': 0.002, 'e': 0.002159237778256115}",30,9,38.92819252863995,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3071,False,"{'a': 0.002, 'e': 0.002154923618297613}",25,11,27.490730230911932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3072,False,"{'a': 0.002, 'e': 0.0021506180780364596}",25,8,36.792671512976476,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3073,False,"{'a': 0.002, 'e': 0.0021463211402504854}",20,10,18.737040206372868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3074,False,"{'a': 0.002, 'e': 0.0021420327877519343}",30,18,23.936317154755127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3075,False,"{'a': 0.002, 'e': 0.0021377530033873902}",25,16,16.40949948603058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3076,False,"{'a': 0.002, 'e': 0.002133481770037708}",25,19,11.253106496376924,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3077,False,"{'a': 0.002, 'e': 0.0021292190706179524}",20,12,13.956592410545587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3078,False,"{'a': 0.002, 'e': 0.0021249648880773183}",30,15,22.924548341453974,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3079,False,"{'a': 0.002, 'e': 0.0021207192053990702}",20,4,23.94860811601606,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3080,False,"{'a': 0.002, 'e': 0.0021164820056004687}",25,9,28.04951832439991,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3081,False,"{'a': 0.002, 'e': 0.002112253271732714}",30,22,14.871994461332923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3082,False,"{'a': 0.002, 'e': 0.0021080329868808623}",20,0,34.508305765348226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3083,False,"{'a': 0.002, 'e': 0.002103821134163769}",20,11,13.516315710355318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3084,False,"{'a': 0.002, 'e': 0.0020996176967340158}",20,3,29.93781609975757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3085,False,"{'a': 0.002, 'e': 0.0020954226577778504}",25,10,23.88236343014555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3086,False,"{'a': 0.002, 'e': 0.0020912360005151103}",30,17,25.47685427310115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3087,False,"{'a': 0.002, 'e': 0.0020870577081991606}",20,12,15.305568249302093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3088,False,"{'a': 0.002, 'e': 0.0020828877641168243}",25,15,18.6492745206138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3089,False,"{'a': 0.002, 'e': 0.002078726151588324}",25,13,18.166729372817386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3090,False,"{'a': 0.002, 'e': 0.002074572853967201}",20,3,29.36747037465924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3091,False,"{'a': 0.002, 'e': 0.0020704278546402606}",20,16,7.800571977140522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3092,False,"{'a': 0.002, 'e': 0.002066291137027497}",20,16,8.298828387679785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3093,False,"{'a': 0.002, 'e': 0.002062162684582039}",30,17,26.15623703803374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3094,False,"{'a': 0.002, 'e': 0.0020580424807900683}",20,12,14.884792761159469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3095,False,"{'a': 0.002, 'e': 0.002053930509170765}",30,8,40.865013660217265,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3096,False,"{'a': 0.002, 'e': 0.002049826753276235}",30,21,13.479483461648396,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3097,False,"{'a': 0.002, 'e': 0.0020457311966914533}",20,4,19.514145276132876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3098,False,"{'a': 0.002, 'e': 0.002041643823034186}",20,11,17.004584590102205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3099,False,"{'a': 0.002, 'e': 0.002037564615954933}",25,18,13.837741324866148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3100,False,"{'a': 0.002, 'e': 0.0020334935591368587}",25,14,19.86759162475758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3101,False,"{'a': 0.002, 'e': 0.002029430636295734}",25,18,14.193132618302357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3102,False,"{'a': 0.002, 'e': 0.0020253758311798604}",20,12,16.77893557601675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3103,False,"{'a': 0.002, 'e': 0.0020213291275700124}",30,10,34.7387759979532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3104,False,"{'a': 0.002, 'e': 0.0020172905092793675}",20,13,16.813970842502393,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3105,False,"{'a': 0.002, 'e': 0.0020132599601534514}",20,10,19.991175260295364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3106,False,"{'a': 0.002, 'e': 0.0020092374640700602}",20,9,20.399916826413836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3107,False,"{'a': 0.002, 'e': 0.0020052230049392044}",20,0,39.14082583852069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3108,False,"{'a': 0.002, 'e': 0.00200121656670304}",20,5,26.315653257831464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3109,False,"{'a': 0.002, 'e': 0.0019972181333358127}",20,9,19.264153800646955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3110,False,"{'a': 0.002, 'e': 0.0019932276888437817}",30,20,20.778040841968064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3111,False,"{'a': 0.002, 'e': 0.0019892452172651635}",30,18,21.12712559781185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3112,False,"{'a': 0.002, 'e': 0.0019852707026700653}",25,20,8.350593601152578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3113,False,"{'a': 0.002, 'e': 0.001981304129160426}",30,19,22.78937724204453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3114,False,"{'a': 0.002, 'e': 0.0019773454808699456}",30,19,21.311797307552606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3115,False,"{'a': 0.002, 'e': 0.001973394741964025}",25,11,24.635174653172374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3116,False,"{'a': 0.002, 'e': 0.0019694518966397014}",30,13,27.00024377807108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3117,False,"{'a': 0.002, 'e': 0.0019655169291255925}",25,14,22.920467276522803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3118,False,"{'a': 0.002, 'e': 0.0019615898236818204}",25,10,10.92042486797892,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3119,False,"{'a': 0.002, 'e': 0.0019576705645999587}",20,9,16.21853568952382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3120,False,"{'a': 0.002, 'e': 0.001953759136202964}",30,20,20.17156240587852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3121,False,"{'a': 0.002, 'e': 0.0019498555228451206}",20,6,22.259858309815485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3122,False,"{'a': 0.002, 'e': 0.0019459597089119686}",20,12,18.187303168419263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3123,False,"{'a': 0.002, 'e': 0.0019420716788202466}",25,11,25.515632760209442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3124,False,"{'a': 0.002, 'e': 0.0019381914170178277}",20,10,18.645020758452578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3125,False,"{'a': 0.002, 'e': 0.001934318907983663}",35,18,35.02732015439105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3126,False,"{'a': 0.002, 'e': 0.0019304541362277093}",30,19,23.58908027652898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3127,False,"{'a': 0.002, 'e': 0.0019265970862908743}",20,3,27.429579956428213,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3128,False,"{'a': 0.002, 'e': 0.0019227477427449515}",25,10,27.106387354422687,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3129,False,"{'a': 0.002, 'e': 0.0019189060901925654}",20,8,23.907208813495206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3130,False,"{'a': 0.002, 'e': 0.0019150721132670983}",20,16,7.930085474167089,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3131,False,"{'a': 0.002, 'e': 0.0019112457966326377}",20,13,13.510231311579442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3132,False,"{'a': 0.002, 'e': 0.0019074271249839103}",30,4,40.50396639494229,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
3133,False,"{'a': 0.002, 'e': 0.001903616083046228}",20,14,10.180173284769284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3134,False,"{'a': 0.002, 'e': 0.0018998126555754159}",20,10,19.150152400356948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3135,False,"{'a': 0.002, 'e': 0.001896016827357759}",30,18,21.04031184276066,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3136,False,"{'a': 0.002, 'e': 0.001892228583209938}",20,4,22.898817754945675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3137,False,"{'a': 0.002, 'e': 0.0018884479079789745}",20,12,15.122733791353077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3138,False,"{'a': 0.002, 'e': 0.0018846747865421609}",30,11,35.639996196917856,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3139,False,"{'a': 0.002, 'e': 0.0018809092038070063}",25,16,17.27602570289605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3140,False,"{'a': 0.002, 'e': 0.001877151144711173}",30,15,26.00471103887552,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3141,False,"{'a': 0.002, 'e': 0.0018734005942224233}",20,11,19.691239400556366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3142,False,"{'a': 0.002, 'e': 0.0018696575373385483}",20,12,17.292908617683732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3143,False,"{'a': 0.002, 'e': 0.0018659219590873154}",25,14,17.46729953886989,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3144,False,"{'a': 0.002, 'e': 0.0018621938445264052}",25,18,13.913659105840328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3145,False,"{'a': 0.002, 'e': 0.0018584731787433578}",20,8,23.31090120439027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3146,False,"{'a': 0.002, 'e': 0.0018547599468555032}",25,11,23.5227043570867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3147,False,"{'a': 0.002, 'e': 0.001851054134009909}",30,22,16.932948404106025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3148,False,"{'a': 0.002, 'e': 0.0018473557253833174}",20,14,13.833468539183603,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3149,False,"{'a': 0.002, 'e': 0.001843664706182092}",20,10,18.69337862558364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3150,False,"{'a': 0.002, 'e': 0.0018399810616421496}",25,14,20.22835965326251,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3151,False,"{'a': 0.002, 'e': 0.0018363047770289071}",30,16,28.417455401238307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3152,False,"{'a': 0.002, 'e': 0.0018326358376372196}",35,23,24.88182661468887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3153,False,"{'a': 0.002, 'e': 0.0018289742287913276}",25,15,16.932300307278638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3154,False,"{'a': 0.002, 'e': 0.0018253199358447894}",20,4,28.650472079748884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3155,False,"{'a': 0.002, 'e': 0.0018216729441804284}",25,13,22.352175976072473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3156,False,"{'a': 0.002, 'e': 0.0018180332392102713}",25,15,21.019972104848062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3157,False,"{'a': 0.002, 'e': 0.0018144008063754968}",30,20,16.861541988088085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3158,False,"{'a': 0.002, 'e': 0.001810775631146367}",25,14,23.496902009534185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3159,False,"{'a': 0.002, 'e': 0.0018071576990221763}",20,8,19.938196018485776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3160,False,"{'a': 0.002, 'e': 0.0018035469955311894}",20,10,20.03137808482152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3161,False,"{'a': 0.002, 'e': 0.0017999435062305911}",20,12,13.76293501971717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3162,False,"{'a': 0.002, 'e': 0.0017963472167064176}",25,14,18.37887315675108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3163,False,"{'a': 0.002, 'e': 0.001792758112573506}",20,6,27.755603281599807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3164,False,"{'a': 0.002, 'e': 0.0017891761794754334}",20,10,16.856993572142166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3165,False,"{'a': 0.002, 'e': 0.001785601403084466}",20,10,20.68091246631953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3166,False,"{'a': 0.002, 'e': 0.0017820337691014916}",35,18,31.90955940074757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3167,False,"{'a': 0.002, 'e': 0.0017784732632559698}",20,16,9.400528746043403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3168,False,"{'a': 0.002, 'e': 0.0017749198713058708}",25,13,22.16062111634664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3169,False,"{'a': 0.002, 'e': 0.0017713735790376248}",20,9,18.520417865025077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3170,False,"{'a': 0.002, 'e': 0.0017678343722660572}",25,11,20.797984303586166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3171,False,"{'a': 0.002, 'e': 0.0017643022368343355}",30,20,14.487993395348358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3172,False,"{'a': 0.002, 'e': 0.0017607771586139122}",25,20,12.278543169800383,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3173,False,"{'a': 0.002, 'e': 0.0017572591235044724}",20,8,22.027101610130597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3174,False,"{'a': 0.002, 'e': 0.0017537481174338698}",20,14,10.626915002167388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3175,False,"{'a': 0.002, 'e': 0.0017502441263580752}",25,7,27.33589275736963,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3176,False,"{'a': 0.002, 'e': 0.0017467471362611182}",25,18,14.78995910615739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
